Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","001","World","5110","Area","6620","Cropland","1975","1975","1000 ha","1390502.8022","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1975","1975","%","30.29","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1975","1975","%","10.66","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1975","1975","ha/cap","0.3417","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1976","1976","1000 ha","1397136.9049","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1976","1976","%","30.42","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1976","1976","%","10.71","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1976","1976","ha/cap","0.3373","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1977","1977","1000 ha","1403424.8476","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1977","1977","%","30.51","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1977","1977","%","10.76","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1977","1977","ha/cap","0.3329","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1978","1978","1000 ha","1414689.8304","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1978","1978","%","30.65","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1978","1978","%","10.85","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1978","1978","ha/cap","0.3298","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1979","1979","1000 ha","1420783.068","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1979","1979","%","30.73","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1979","1979","%","10.9","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1979","1979","ha/cap","0.3255","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1980","1980","1000 ha","1424399.8144","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1980","1980","%","30.71","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1980","1980","%","10.92","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1980","1980","ha/cap","0.3205","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1981","1981","1000 ha","1428428.6986","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1981","1981","%","30.76","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1981","1981","%","10.95","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1981","1981","ha/cap","0.3157","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1982","1982","1000 ha","1438650.7771","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1982","1982","%","30.88","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1982","1982","%","11.03","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1982","1982","ha/cap","0.3122","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1983","1983","1000 ha","1444640.5167","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1983","1983","%","30.96","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1983","1983","%","11.08","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1983","1983","ha/cap","0.3079","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1984","1984","1000 ha","1460497.4046","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1984","1984","%","31.12","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1984","1984","%","11.2","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1984","1984","ha/cap","0.3058","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1985","1985","1000 ha","1474893.7766","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1985","1985","%","31.23","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1985","1985","%","11.31","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1985","1985","ha/cap","0.3034","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1986","1986","1000 ha","1477824.0446","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1986","1986","%","31.3","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1986","1986","%","11.33","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1986","1986","ha/cap","0.2985","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1987","1987","1000 ha","1481185.192","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1987","1987","%","31.27","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1987","1987","%","11.36","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1987","1987","ha/cap","0.2938","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1988","1988","1000 ha","1481051.0659","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1988","1988","%","31.15","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1988","1988","%","11.36","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1988","1988","ha/cap","0.2886","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1989","1989","1000 ha","1481480.0487","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1989","1989","%","31.08","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1989","1989","%","11.36","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1989","1989","ha/cap","0.2836","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1990","1990","1000 ha","1483228.9375","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1990","1990","%","31.05","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1990","1990","%","11.37","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1990","1990","ha/cap","0.279","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1991","1991","1000 ha","1486070.6059","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1991","1991","%","31.08","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1991","1991","%","11.4","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1991","1991","ha/cap","0.2749","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1992","1992","1000 ha","1483699.3233","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1992","1992","%","30.78","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1992","1992","%","11.42","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1992","1992","ha/cap","0.2701","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1993","1993","1000 ha","1484197.6786","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1993","1993","%","30.9","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1993","1993","%","11.42","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1993","1993","ha/cap","0.2661","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1994","1994","1000 ha","1483689.4158","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1994","1994","%","30.74","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1994","1994","%","11.42","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1994","1994","ha/cap","0.2621","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1995","1995","1000 ha","1484319.4449","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1995","1995","%","30.76","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1995","1995","%","11.42","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1995","1995","ha/cap","0.2584","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1996","1996","1000 ha","1484759.1639","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1996","1996","%","30.72","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1996","1996","%","11.43","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1996","1996","ha/cap","0.2549","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1997","1997","1000 ha","1490419.9001","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1997","1997","%","30.71","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1997","1997","%","11.46","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1997","1997","ha/cap","0.2523","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1998","1998","1000 ha","1490970.7096","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1998","1998","%","30.64","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1998","1998","%","11.47","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1998","1998","ha/cap","0.249","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","1999","1999","1000 ha","1495140.7735","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","1999","1999","%","30.71","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","1999","1999","%","11.5","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","1999","1999","ha/cap","0.2464","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2000","2000","1000 ha","1493944.6506","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2000","2000","%","30.65","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2000","2000","%","11.49","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2000","2000","ha/cap","0.243","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2001","2001","1000 ha","1496883.5949","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2001","2001","%","30.7","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2001","2001","%","11.51","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2001","2001","ha/cap","0.2402","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2002","2002","1000 ha","1495937.9877","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2002","2002","%","30.73","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2002","2002","%","11.5","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2002","2002","ha/cap","0.237","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2003","2003","1000 ha","1501545.3885","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2003","2003","%","30.96","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2003","2003","%","11.55","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2003","2003","ha/cap","0.2348","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2004","2004","1000 ha","1506968.1817","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2004","2004","%","31.34","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2004","2004","%","11.57","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2004","2004","ha/cap","0.2327","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2005","2005","1000 ha","1512692.6001","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2005","2005","%","31.41","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2005","2005","%","11.62","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2005","2005","ha/cap","0.2307","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2006","2006","1000 ha","1512470.745","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2006","2006","%","31.41","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2006","2006","%","11.62","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2006","2006","ha/cap","0.2277","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2007","2007","1000 ha","1514269.9366","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2007","2007","%","31.5","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2007","2007","%","11.63","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2007","2007","ha/cap","0.2251","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2008","2008","1000 ha","1515090.6124","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2008","2008","%","31.63","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2008","2008","%","11.64","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2008","2008","ha/cap","0.2224","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2009","2009","1000 ha","1522773.9793","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2009","2009","%","31.82","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2009","2009","%","11.7","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2009","2009","ha/cap","0.2207","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2010","2010","1000 ha","1525361.1197","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2010","2010","%","31.88","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2010","2010","%","11.72","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2010","2010","ha/cap","0.2184","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2011","2011","1000 ha","1535833.3226","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2011","2011","%","31.98","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2011","2011","%","11.8","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2011","2011","ha/cap","0.2171","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2012","2012","1000 ha","1542695.5225","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2012","2012","%","32.16","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2012","2012","%","11.84","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2012","2012","ha/cap","0.2154","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2013","2013","1000 ha","1547497.1078","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2013","2013","%","32.33","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2013","2013","%","11.88","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2013","2013","ha/cap","0.2134","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2014","2014","1000 ha","1551220.1648","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2014","2014","%","32.41","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2014","2014","%","11.9","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2014","2014","ha/cap","0.2114","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2015","2015","1000 ha","1557112.1354","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2015","2015","%","32.68","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2015","2015","%","11.95","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2015","2015","ha/cap","0.2097","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2016","2016","1000 ha","1560176.6925","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2016","2016","%","32.77","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2016","2016","%","11.97","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2016","2016","ha/cap","0.2077","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2017","2017","1000 ha","1566773.1702","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2017","2017","%","32.69","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2017","2017","%","12.02","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2017","2017","ha/cap","0.2062","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2018","2018","1000 ha","1570695.0427","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","32.86","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2018","2018","%","12.05","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2018","2018","ha/cap","0.2044","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2019","2019","1000 ha","1571462.9585","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2019","2019","%","32.85","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2019","2019","%","12.06","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2019","2019","ha/cap","0.2024","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2020","2020","1000 ha","1575908.5436","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2020","2020","%","32.97","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2020","2020","%","12.09","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2020","2020","ha/cap","0.201","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6620","Cropland","2021","2021","1000 ha","1579878.1365","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2021","2021","%","33","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2021","2021","%","12.14","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2021","2021","ha/cap","0.1997","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1961","1961","1000 ha","1269457.3303","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1961","1961","%","28.61","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1962","1962","1000 ha","1270626.8473","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1962","1962","%","28.58","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1963","1963","1000 ha","1275945.0304","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1963","1963","%","28.65","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1964","1964","1000 ha","1276809.8789","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1964","1964","%","28.61","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1965","1965","1000 ha","1279632.4792","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1965","1965","%","28.59","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1966","1966","1000 ha","1278771.5986","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1966","1966","%","28.53","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1967","1967","1000 ha","1280146.8215","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1967","1967","%","28.48","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1968","1968","1000 ha","1291202.2669","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1968","1968","%","28.51","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1969","1969","1000 ha","1298440.988","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1969","1969","%","28.63","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1970","1970","1000 ha","1295931.3946","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1970","1970","%","28.64","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1971","1971","1000 ha","1291993.584","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1971","1971","%","28.45","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1972","1972","1000 ha","1296905.934","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1972","1972","%","28.46","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1973","1973","1000 ha","1297840.5667","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1973","1973","%","28.41","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1974","1974","1000 ha","1299458.0195","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1974","1974","%","28.35","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1975","1975","1000 ha","1299091.8122","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1975","1975","%","28.3","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1976","1976","1000 ha","1304473.2149","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1976","1976","%","28.4","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1977","1977","1000 ha","1309484.0576","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1977","1977","%","28.47","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1978","1978","1000 ha","1319530.2404","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1978","1978","%","28.58","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1979","1979","1000 ha","1324291.877","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1979","1979","%","28.64","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1980","1980","1000 ha","1326328.1641","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1980","1980","%","28.6","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1981","1981","1000 ha","1329256.4409","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1981","1981","%","28.63","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1982","1982","1000 ha","1338846.3736","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1982","1982","%","28.74","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1983","1983","1000 ha","1343444.6715","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1983","1983","%","28.79","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1984","1984","1000 ha","1358752.1155","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1984","1984","%","28.95","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1985","1985","1000 ha","1370791.3639","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1985","1985","%","29.03","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1986","1986","1000 ha","1371184.0485","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1986","1986","%","29.04","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1987","1987","1000 ha","1371367.6605","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1987","1987","%","28.95","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1988","1988","1000 ha","1368946.7766","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1988","1988","%","28.79","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1989","1989","1000 ha","1368316.4218","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1989","1989","%","28.71","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1990","1990","1000 ha","1367803.8831","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1990","1990","%","28.63","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1991","1991","1000 ha","1369682.0403","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1991","1991","%","28.65","E","Estimated value",""
